order_id,order_date,product_id,qty_ordered,payment_method,cust_id,branch_id,team_id
100355516,4/10/2020,P00028,2,grab pay,39002,B00033,T00076
100355516,4/10/2020,P00038,2,shopee pay,39002,B00033,T00076
100355516,4/10/2020,P00017,2,credit card,39002,B00033,T00076
100355517,4/10/2020,P00012,2,debit card,56256,B00029,T00075
100355518,4/10/2020,P00024,2,shopee pay,60381,B00004,T00004
100355519,4/10/2020,P00009,2,touch n go,8089,B00046,T00046
100355519,4/10/2020,P00035,2,shopee pay,8089,B00046,T00046
100355519,4/10/2020,P00034,2,boost,8089,B00046,T00046
100355519,4/10/2020,P00032,2,credit card,8089,B00046,T00046
100355519,4/10/2020,P00007,2,shopee pay,8089,B00046,T00046
100355520,4/10/2020,P00032,2,boost,60382,B00023,T00023
100355520,4/10/2020,P00030,2,credit card,60382,B00023,T00023
100355520,4/10/2020,P00011,2,grab pay,60382,B00023,T00023
100355520,4/10/2020,P00022,2,MAE,60382,B00023,T00023
100355521,4/10/2020,P00006,2,debit card,60383,B00019,T00066
100355522,4/10/2020,P00001,3,credit card,60384,B00012,T00012
100355523,4/10/2020,P00049,9,grab pay,52877,B00006,T00057
100355524,4/10/2020,P00008,2,debit card,60282,B00040,T00040
100355525,4/10/2020,P00003,4,touch n go,60282,B00050,T00050
100355526,4/10/2020,P00047,2,Big Pay,60282,B00002,T00002
100355527,4/10/2020,P00016,4,MAE,60282,B00035,T00035
100355528,4/10/2020,P00017,2,boost,60385,B00004,T00004
100355529,4/10/2020,P00021,2,credit card,60282,B00019,T00058
100355530,4/10/2020,P00013,4,boost,5658,B00017,T00017
100355531,4/10/2020,P00023,2,cash,60282,B00029,T00075
100355532,4/10/2020,P00025,2,cash,60387,B00047,T00047
100355533,4/10/2020,P00004,2,touch n go,49377,B00020,T00020
100355534,4/10/2020,P00024,2,shopee pay,60282,B00003,T00003
100355535,4/10/2020,P00033,2,credit card,60386,B00031,T00064
100355536,4/10/2020,P00009,9,credit card,60384,B00019,T00066
100355537,4/10/2020,P00029,2,boost,11136,B00002,T00002
100355537,4/10/2020,P00038,2,cash,11136,B00002,T00002
100355538,4/10/2020,P00032,2,boost,60388,B00035,T00035
100355539,4/10/2020,P00043,2,shopee pay,60391,B00016,T00016
100355539,4/10/2020,P00010,3,debit card,60391,B00016,T00016
100355539,4/10/2020,P00016,2,credit card,60391,B00016,T00016
100355540,4/10/2020,P00018,4,touch n go,60389,B00015,T00015
100355541,4/10/2020,P00026,2,boost,60390,B00014,T00077
100355541,4/10/2020,P00029,2,Big Pay,60390,B00014,T00077
100355542,4/10/2020,P00023,2,credit card,59831,B00027,T00027
100355543,4/10/2020,P00023,5,grab pay,59622,B00027,T00027
100355543,4/10/2020,P00012,5,Big Pay,59622,B00027,T00027
100355544,4/10/2020,P00047,2,cash,46258,B00007,T00007
100355545,4/10/2020,P00013,2,grab pay,46258,B00001,T00054
100355546,4/10/2020,P00004,2,MAE,60392,B00022,T00022
100355547,4/10/2020,P00042,3,Big Pay,59685,B00027,T00027
100355548,4/10/2020,P00009,2,Big Pay,59298,B00044,T00044
100355548,4/10/2020,P00015,2,boost,59298,B00044,T00044
100355549,4/10/2020,P00050,2,MAE,56657,B00003,T00003
100355550,4/10/2020,P00014,3,cash,60393,B00033,T00033
100355551,4/10/2020,P00035,2,Big Pay,60393,B00016,T00016
100355552,4/10/2020,P00007,2,boost,18041,B00049,T00049
100355553,4/10/2020,P00022,2,Big Pay,60394,B00026,T00026
100355553,4/10/2020,P00031,2,debit card,60394,B00026,T00026
100355553,4/10/2020,P00033,2,credit card,60394,B00026,T00026
100355553,4/10/2020,P00014,2,MAE,60394,B00026,T00026
100355553,4/10/2020,P00009,2,debit card,60394,B00026,T00026
100355554,4/10/2020,P00046,2,credit card,49458,B00014,T00077
100355555,4/10/2020,P00020,2,debit card,60395,B00018,T00018
100355556,4/10/2020,P00030,2,MAE,7715,B00011,T00011
100355556,4/10/2020,P00043,2,Big Pay,7715,B00011,T00011
100355556,4/10/2020,P00032,2,grab pay,7715,B00011,T00011
100355557,4/10/2020,P00044,4,touch n go,60210,B00015,T00015
100355558,4/10/2020,P00018,4,shopee pay,60210,B00049,T00049
100355559,4/10/2020,P00019,2,MAE,50593,B00042,T00042
100355559,4/10/2020,P00022,2,credit card,50593,B00042,T00042
100355559,4/10/2020,P00018,2,credit card,50593,B00042,T00042
100355560,4/10/2020,P00011,2,Big Pay,28704,B00039,T00039
100355560,4/10/2020,P00049,2,cash,28704,B00039,T00039
100355560,4/10/2020,P00013,2,touch n go,28704,B00039,T00039
100355560,4/10/2020,P00030,2,grab pay,28704,B00039,T00039
100355561,4/10/2020,P00019,2,touch n go,60210,B00018,T00018
100355562,4/10/2020,P00023,2,debit card,58017,B00048,T00068
100355563,4/10/2020,P00031,2,MAE,39442,B00025,T00069
100355564,4/10/2020,P00043,2,shopee pay,60210,B00013,T00013
100355565,4/10/2020,P00048,2,cash,60210,B00001,T00054
100355566,4/10/2020,P00031,2,debit card,60396,B00011,T00011
100355566,4/10/2020,P00045,2,MAE,60396,B00011,T00011
100355567,4/10/2020,P00043,4,cash,60210,B00020,T00020
100355568,4/10/2020,P00025,2,grab pay,23760,B00042,T00042
100355569,4/10/2020,P00044,2,credit card,35133,B00011,T00011
100355570,4/10/2020,P00043,2,Big Pay,60383,B00034,T00034
100355571,4/10/2020,P00033,2,cash,15377,B00032,T00032
100355572,4/10/2020,P00004,2,credit card,60397,B00001,T00001
100355573,4/10/2020,P00035,2,credit card,60398,B00033,T00033
100355573,4/10/2020,P00036,2,boost,60398,B00033,T00033
100355574,4/10/2020,P00010,2,cash,60210,B00036,T00036
100355575,4/10/2020,P00023,2,cash,60210,B00022,T00022
100355576,4/10/2020,P00013,3,touch n go,60210,B00037,T00037
100355577,4/10/2020,P00015,2,touch n go,60210,B00037,T00037
100355578,4/10/2020,P00009,3,shopee pay,60210,B00039,T00039
100355579,4/10/2020,P00013,2,Big Pay,6851,B00031,T00064
100355580,4/10/2020,P00050,4,touch n go,60210,B00032,T00059
100355581,4/10/2020,P00017,4,cash,60210,B00030,T00030
100355582,4/10/2020,P00014,2,credit card,60399,B00022,T00067
100355583,4/10/2020,P00005,2,Big Pay,60400,B00048,T00061
100355584,4/10/2020,P00018,2,cash,60401,B00004,T00004
100355585,4/10/2020,P00017,2,credit card,60402,B00011,T00011
100355586,4/10/2020,P00010,2,Big Pay,51065,B00026,T00026
100355587,5/10/2020,P00030,2,cash,60386,B00043,T00043
100355588,5/10/2020,P00034,1,cash,60404,B00042,T00042
100355589,5/10/2020,P00032,2,shopee pay,60403,B00022,T00022
100355590,5/10/2020,P00006,2,cash,60404,B00049,T00049
100355591,5/10/2020,P00027,2,touch n go,60386,B00030,T00030
100355592,5/10/2020,P00035,4,grab pay,59792,B00050,T00050
100355593,5/10/2020,P00033,4,credit card,42888,B00027,T00027
100355593,5/10/2020,P00002,4,debit card,42888,B00027,T00027
100355593,5/10/2020,P00032,4,cash,42888,B00027,T00027
100355594,5/10/2020,P00023,4,boost,59792,B00003,T00003
100355595,5/10/2020,P00023,2,grab pay,60405,B00040,T00040
100355595,5/10/2020,P00001,2,credit card,60405,B00040,T00040
100355595,5/10/2020,P00047,2,MAE,60405,B00040,T00040
100355596,5/10/2020,P00032,2,shopee pay,59792,B00018,T00018
100355596,5/10/2020,P00047,3,grab pay,59792,B00018,T00018
100355597,5/10/2020,P00017,4,grab pay,50457,B00047,T00047
100355597,5/10/2020,P00004,4,grab pay,50457,B00047,T00047
100355598,5/10/2020,P00007,4,credit card,50598,B00001,T00001
100355598,5/10/2020,P00001,4,touch n go,50598,B00001,T00001
100355599,5/10/2020,P00007,2,grab pay,59792,B00021,T00021
100355599,5/10/2020,P00035,2,shopee pay,59792,B00021,T00021
100355600,5/10/2020,P00019,2,cash,60406,B00023,T00023
100355600,5/10/2020,P00041,3,debit card,60406,B00023,T00023
100355600,5/10/2020,P00036,2,MAE,60406,B00023,T00023
100355600,5/10/2020,P00011,2,grab pay,60406,B00023,T00023
100355601,5/10/2020,P00047,2,cash,59792,B00017,T00017
100355601,5/10/2020,P00027,2,MAE,59792,B00017,T00017
100355602,5/10/2020,P00043,2,touch n go,5769,B00029,T00029
100355603,5/10/2020,P00043,3,credit card,59792,B00006,T00072
100355604,5/10/2020,P00035,2,Big Pay,59792,B00038,T00038
100355604,5/10/2020,P00024,3,shopee pay,59792,B00038,T00038
100355605,5/10/2020,P00046,2,debit card,60407,B00038,T00038
100355606,5/10/2020,P00038,2,touch n go,2325,B00049,T00049
100355607,5/10/2020,P00045,2,touch n go,59792,B00025,T00069
100355607,5/10/2020,P00040,3,grab pay,59792,B00025,T00069
100355608,5/10/2020,P00046,2,cash,57423,B00040,T00040
100355609,5/10/2020,P00042,2,touch n go,60408,B00016,T00016
100355610,5/10/2020,P00003,2,debit card,23774,B00042,T00042
100355611,5/10/2020,P00010,2,MAE,60409,B00001,T00054
100355612,5/10/2020,P00009,2,shopee pay,60410,B00030,T00030
100355612,5/10/2020,P00020,1,boost,60410,B00030,T00030
100355612,5/10/2020,P00044,2,cash,60410,B00030,T00030
100355613,5/10/2020,P00001,10,MAE,60406,B00021,T00021
100355613,5/10/2020,P00019,19,boost,60406,B00021,T00021
100355613,5/10/2020,P00002,10,debit card,60406,B00021,T00021
100355613,5/10/2020,P00031,10,shopee pay,60406,B00021,T00021
100355614,5/10/2020,P00023,2,credit card,719,B00044,T00073
100355615,5/10/2020,P00038,9,grab pay,60406,B00038,T00038
100355616,5/10/2020,P00050,2,debit card,49692,B00002,T00002
100355617,5/10/2020,P00012,2,MAE,49692,B00009,T00009
100355618,5/10/2020,P00033,2,boost,49692,B00007,T00007
100355619,5/10/2020,P00033,2,touch n go,49692,B00016,T00016
100355620,5/10/2020,P00037,2,boost,13899,B00050,T00050
100355621,5/10/2020,P00023,2,cash,60134,B00017,T00017
100355621,5/10/2020,P00035,2,credit card,60134,B00017,T00017
100355621,5/10/2020,P00015,1,cash,60134,B00017,T00017
100355622,5/10/2020,P00046,4,debit card,210,B00036,T00036
100355623,5/10/2020,P00013,2,MAE,57475,B00044,T00044
100355623,5/10/2020,P00038,2,shopee pay,57475,B00044,T00044
100355624,5/10/2020,P00049,2,credit card,59158,B00018,T00018
100355624,5/10/2020,P00044,2,shopee pay,59158,B00018,T00018
100355624,5/10/2020,P00004,2,Big Pay,59158,B00018,T00018
100355624,5/10/2020,P00036,2,grab pay,59158,B00018,T00018
100355625,5/10/2020,P00036,2,grab pay,57214,B00024,T00024
100355625,5/10/2020,P00029,2,boost,57214,B00024,T00024
100355626,5/10/2020,P00035,2,touch n go,58784,B00029,T00075
100355626,5/10/2020,P00048,2,shopee pay,58784,B00029,T00075
100355626,5/10/2020,P00044,2,cash,58784,B00029,T00075
100355626,5/10/2020,P00021,2,touch n go,58784,B00029,T00075
100355627,5/10/2020,P00048,3,grab pay,57917,B00005,T00005
100355628,5/10/2020,P00022,3,debit card,51343,B00016,T00016
100355628,5/10/2020,P00028,2,shopee pay,51343,B00016,T00016
100355628,5/10/2020,P00046,2,touch n go,51343,B00016,T00016
100355629,5/10/2020,P00012,2,grab pay,57917,B00017,T00017
100355630,5/10/2020,P00031,2,debit card,820,B00025,T00069
100355631,5/10/2020,P00007,2,debit card,60398,B00015,T00015
100355631,5/10/2020,P00008,2,Big Pay,60398,B00015,T00015
100355632,5/10/2020,P00044,2,Big Pay,60411,B00013,T00013
100355632,5/10/2020,P00043,2,touch n go,60411,B00013,T00013
100355632,5/10/2020,P00049,2,boost,60411,B00013,T00013
100355632,5/10/2020,P00007,2,cash,60411,B00013,T00013
100355632,5/10/2020,P00013,2,credit card,60411,B00013,T00013
100355632,5/10/2020,P00046,2,shopee pay,60411,B00013,T00013
100355633,5/10/2020,P00036,2,shopee pay,60412,B00044,T00044
100355634,5/10/2020,P00006,2,debit card,60413,B00027,T00027
100355634,5/10/2020,P00015,2,cash,60413,B00027,T00027
100355634,5/10/2020,P00031,2,cash,60413,B00027,T00027
100355635,5/10/2020,P00016,2,grab pay,34293,B00038,T00038
100355636,5/10/2020,P00003,2,credit card,60414,B00036,T00036
100355637,5/10/2020,P00047,4,shopee pay,60210,B00005,T00005
100355638,5/10/2020,P00048,1,boost,41882,B00013,T00013
100355639,5/10/2020,P00024,2,touch n go,41882,B00013,T00013
100355640,5/10/2020,P00039,2,debit card,34735,B00012,T00012
100355641,5/10/2020,P00043,3,boost,8756,B00013,T00013
100355642,5/10/2020,P00050,3,grab pay,60415,B00031,T00064
100355643,5/10/2020,P00049,3,credit card,2548,B00036,T00036
100355644,5/10/2020,P00035,2,Big Pay,60416,B00037,T00037
100355645,5/10/2020,P00044,2,shopee pay,59745,B00015,T00015
100355645,5/10/2020,P00036,2,debit card,59745,B00015,T00015
100355645,5/10/2020,P00023,2,boost,59745,B00015,T00015
100355645,5/10/2020,P00018,4,credit card,59745,B00015,T00015
100355646,5/10/2020,P00036,2,touch n go,59745,B00026,T00026
100355646,5/10/2020,P00025,2,MAE,59745,B00026,T00026
100355646,5/10/2020,P00039,2,grab pay,59745,B00026,T00026
100355646,5/10/2020,P00043,4,grab pay,59745,B00026,T00026
100355647,5/10/2020,P00018,2,credit card,59745,B00037,T00037
100355648,5/10/2020,P00049,2,touch n go,59745,B00026,T00026
100355649,5/10/2020,P00045,2,MAE,59745,B00029,T00029
100355649,5/10/2020,P00010,2,shopee pay,59745,B00029,T00029
100355649,5/10/2020,P00022,2,Big Pay,59745,B00029,T00029
100355649,5/10/2020,P00011,2,touch n go,59745,B00029,T00029
100355649,5/10/2020,P00009,2,MAE,59745,B00029,T00029
100355649,5/10/2020,P00035,2,Big Pay,59745,B00029,T00029
100355649,5/10/2020,P00024,4,grab pay,59745,B00029,T00029
100355650,5/10/2020,P00003,2,MAE,42715,B00042,T00042
100355651,5/10/2020,P00048,2,boost,60417,B00011,T00011
100355652,5/10/2020,P00006,2,boost,59745,B00039,T00039
100355652,5/10/2020,P00037,2,touch n go,59745,B00039,T00039
100355652,5/10/2020,P00008,2,credit card,59745,B00039,T00039
100355652,5/10/2020,P00023,2,boost,59745,B00039,T00039
100355652,5/10/2020,P00027,2,touch n go,59745,B00039,T00039
100355652,5/10/2020,P00031,4,shopee pay,59745,B00039,T00039
100355653,5/10/2020,P00029,2,cash,59745,B00025,T00069
100355654,5/10/2020,P00016,2,cash,50175,B00033,T00076
100355654,5/10/2020,P00041,2,cash,50175,B00033,T00076
100355655,5/10/2020,P00035,2,credit card,60418,B00041,T00055
100355656,5/10/2020,P00049,2,cash,60419,B00040,T00040
100355657,5/10/2020,P00039,2,cash,60375,B00045,T00045
100355658,5/10/2020,P00028,2,debit card,60420,B00012,T00012
100355659,5/10/2020,P00001,4,touch n go,10186,B00039,T00039
100355660,5/10/2020,P00031,2,grab pay,60421,B00043,T00063
100355660,5/10/2020,P00009,2,cash,60421,B00043,T00063
100355661,5/10/2020,P00032,2,debit card,60422,B00042,T00042
100355662,5/10/2020,P00050,2,boost,60420,B00005,T00005
100355663,5/10/2020,P00046,2,MAE,60420,B00008,T00078
100355664,5/10/2020,P00024,2,credit card,54840,B00018,T00018
100355664,5/10/2020,P00023,2,debit card,54840,B00018,T00018
100355665,5/10/2020,P00030,2,shopee pay,54840,B00048,T00048
100355665,5/10/2020,P00041,2,Big Pay,54840,B00048,T00048
100355666,5/10/2020,P00001,2,MAE,32486,B00009,T00009
100355667,5/10/2020,P00001,2,credit card,54840,B00037,T00037
100355667,5/10/2020,P00021,2,credit card,54840,B00037,T00037
100355668,5/10/2020,P00026,3,MAE,59745,B00042,T00042
100355669,5/10/2020,P00005,2,credit card,59745,B00018,T00018
100355669,5/10/2020,P00043,2,MAE,59745,B00018,T00018
100355670,5/10/2020,P00012,2,grab pay,59745,B00017,T00017
100355671,5/10/2020,P00017,4,touch n go,47563,B00008,T00008
100355672,5/10/2020,P00039,7,grab pay,29815,B00008,T00008
100355673,5/10/2020,P00023,2,shopee pay,53584,B00009,T00009
100355673,5/10/2020,P00029,2,credit card,53584,B00009,T00009
100355674,5/10/2020,P00012,3,Big Pay,60424,B00035,T00035
100355675,5/10/2020,P00050,2,MAE,60423,B00027,T00027
100355676,5/10/2020,P00025,3,shopee pay,60425,B00040,T00040
100355677,5/10/2020,P00003,2,touch n go,60426,B00039,T00039
100355678,5/10/2020,P00006,3,MAE,60427,B00043,T00080
100355679,5/10/2020,P00013,4,cash,60427,B00028,T00028
100355680,5/10/2020,P00044,4,debit card,60427,B00046,T00046
100355681,5/10/2020,P00045,2,cash,60427,B00025,T00069
100355682,5/10/2020,P00044,4,cash,60427,B00019,T00058
100355683,5/10/2020,P00010,3,credit card,60427,B00003,T00003
100355684,5/10/2020,P00050,4,shopee pay,60427,B00005,T00005
100355685,5/10/2020,P00026,2,cash,60427,B00029,T00075
100355685,5/10/2020,P00014,4,debit card,60427,B00029,T00075
100355686,5/10/2020,P00014,2,touch n go,60427,B00028,T00028
100355687,5/10/2020,P00049,2,Big Pay,38368,B00020,T00020
100355688,5/10/2020,P00032,4,grab pay,60427,B00047,T00047
100355689,5/10/2020,P00004,4,debit card,60427,B00043,T00062
100355690,5/10/2020,P00039,2,Big Pay,38368,B00028,T00028
100355691,5/10/2020,P00018,1,boost,42888,B00029,T00029
100355691,5/10/2020,P00023,1,boost,42888,B00029,T00029
100355692,5/10/2020,P00050,4,boost,60427,B00032,T00059
100355693,5/10/2020,P00038,9,grab pay,60427,B00039,T00039
100355694,5/10/2020,P00049,4,cash,60427,B00019,T00019
100355695,5/10/2020,P00041,3,MAE,60427,B00030,T00071
100355696,5/10/2020,P00046,3,cash,60427,B00048,T00048
100355697,5/10/2020,P00048,3,boost,60427,B00029,T00029
100355698,5/10/2020,P00029,3,credit card,60427,B00006,T00006
100355699,5/10/2020,P00019,2,boost,60427,B00044,T00044
100355700,5/10/2020,P00009,4,grab pay,60427,B00021,T00021
100355701,5/10/2020,P00027,2,cash,54235,B00014,T00077
100355702,5/10/2020,P00020,2,Big Pay,60429,B00023,T00023
100355703,5/10/2020,P00002,2,touch n go,60282,B00005,T00005
100355704,5/10/2020,P00021,2,grab pay,60428,B00026,T00026
100355704,5/10/2020,P00032,2,Big Pay,60428,B00026,T00026
100355704,5/10/2020,P00011,2,shopee pay,60428,B00026,T00026
100355705,5/10/2020,P00032,2,touch n go,60282,B00039,T00039
100355706,5/10/2020,P00027,2,debit card,60282,B00032,T00032
100355707,5/10/2020,P00019,4,touch n go,60282,B00016,T00016
100355708,5/10/2020,P00032,2,shopee pay,60430,B00024,T00024
100355709,5/10/2020,P00032,2,credit card,60431,B00006,T00051
100355710,5/10/2020,P00037,4,touch n go,60282,B00007,T00053
100355711,5/10/2020,P00036,1,cash,60391,B00035,T00035
100355711,5/10/2020,P00003,1,boost,60391,B00035,T00035
100355711,5/10/2020,P00006,1,debit card,60391,B00035,T00035
100355711,5/10/2020,P00007,1,debit card,60391,B00035,T00035
100355712,5/10/2020,P00028,2,Big Pay,20648,B00046,T00046
100355713,5/10/2020,P00037,2,MAE,20648,B00039,T00039
100355714,5/10/2020,P00042,2,cash,60432,B00023,T00023
100355714,5/10/2020,P00014,2,Big Pay,60432,B00023,T00023
100355715,5/10/2020,P00042,2,boost,60433,B00011,T00011
100355715,5/10/2020,P00022,2,touch n go,60433,B00011,T00011
100355716,6/10/2020,P00013,2,debit card,60434,B00039,T00039
100355717,6/10/2020,P00009,2,Big Pay,60435,B00023,T00023
100355718,6/10/2020,P00027,3,debit card,60427,B00001,T00001
100355719,6/10/2020,P00048,4,MAE,60427,B00017,T00017
100355720,6/10/2020,P00021,4,boost,60427,B00029,T00075
100355721,6/10/2020,P00029,2,MAE,48666,B00045,T00045
100355722,6/10/2020,P00024,2,grab pay,48666,B00007,T00007
100355723,6/10/2020,P00024,4,boost,60427,B00032,T00032
100355724,6/10/2020,P00040,2,Big Pay,60436,B00030,T00071
100355725,6/10/2020,P00047,2,Big Pay,59971,B00010,T00010
100355725,6/10/2020,P00044,2,debit card,59971,B00010,T00010
100355726,6/10/2020,P00017,2,debit card,60437,B00046,T00046
100355727,6/10/2020,P00008,2,shopee pay,41877,B00008,T00078
100355728,6/10/2020,P00030,2,boost,60437,B00012,T00012
100355729,6/10/2020,P00031,2,debit card,60437,B00022,T00022
100355730,6/10/2020,P00043,2,grab pay,60437,B00018,T00018
100355731,6/10/2020,P00034,2,MAE,59971,B00006,T00006
100355731,6/10/2020,P00005,2,touch n go,59971,B00006,T00006
100355731,6/10/2020,P00037,2,touch n go,59971,B00006,T00006
100355731,6/10/2020,P00042,2,cash,59971,B00006,T00006
100355731,6/10/2020,P00039,2,credit card,59971,B00006,T00006
100355731,6/10/2020,P00028,2,shopee pay,59971,B00006,T00006
100355731,6/10/2020,P00032,2,cash,59971,B00006,T00006
100355732,6/10/2020,P00035,2,Big Pay,59971,B00033,T00076
100355732,6/10/2020,P00040,2,debit card,59971,B00033,T00076
100355733,6/10/2020,P00037,2,touch n go,60438,B00013,T00013
100355733,6/10/2020,P00026,2,MAE,60438,B00013,T00013
100355733,6/10/2020,P00013,2,debit card,60438,B00013,T00013
100355733,6/10/2020,P00032,2,touch n go,60438,B00013,T00013
100355734,6/10/2020,P00015,2,credit card,60133,B00017,T00017
100355734,6/10/2020,P00049,2,cash,60133,B00017,T00017
100355734,6/10/2020,P00012,2,MAE,60133,B00017,T00017
100355734,6/10/2020,P00028,2,shopee pay,60133,B00017,T00017
100355734,6/10/2020,P00011,2,grab pay,60133,B00017,T00017
100355734,6/10/2020,P00010,2,debit card,60133,B00017,T00017
100355734,6/10/2020,P00002,2,MAE,60133,B00017,T00017
100355734,6/10/2020,P00025,2,Big Pay,60133,B00017,T00017
100355734,6/10/2020,P00046,2,MAE,60133,B00017,T00017
100355734,6/10/2020,P00043,2,Big Pay,60133,B00017,T00017
100355734,6/10/2020,P00030,2,grab pay,60133,B00017,T00017
100355734,6/10/2020,P00009,2,cash,60133,B00017,T00017
100355734,6/10/2020,P00029,2,touch n go,60133,B00017,T00017
100355734,6/10/2020,P00008,2,touch n go,60133,B00017,T00017
100355734,6/10/2020,P00007,2,touch n go,60133,B00017,T00017
100355734,6/10/2020,P00044,2,cash,60133,B00017,T00017
100355734,6/10/2020,P00048,2,touch n go,60133,B00017,T00017
100355734,6/10/2020,P00006,2,debit card,60133,B00017,T00017
100355734,6/10/2020,P00027,2,shopee pay,60133,B00017,T00017
100355734,6/10/2020,P00019,2,MAE,60133,B00017,T00017
100355734,6/10/2020,P00026,2,boost,60133,B00017,T00017
100355734,6/10/2020,P00016,2,cash,60133,B00017,T00017
100355734,6/10/2020,P00039,2,cash,60133,B00017,T00017
100355734,6/10/2020,P00042,2,debit card,60133,B00017,T00017
100355734,6/10/2020,P00004,2,grab pay,60133,B00017,T00017
100355734,6/10/2020,P00037,2,touch n go,60133,B00017,T00017
100355735,6/10/2020,P00045,2,grab pay,60439,B00015,T00015
100355735,6/10/2020,P00010,2,grab pay,60439,B00015,T00015
100355735,6/10/2020,P00006,2,debit card,60439,B00015,T00015
100355735,6/10/2020,P00018,2,shopee pay,60439,B00015,T00015
100355735,6/10/2020,P00048,2,grab pay,60439,B00015,T00015
100355735,6/10/2020,P00019,2,touch n go,60439,B00015,T00015
100355736,6/10/2020,P00045,2,boost,60440,B00007,T00053
100355737,6/10/2020,P00033,2,Big Pay,60441,B00020,T00065
100355738,6/10/2020,P00025,2,Big Pay,60442,B00012,T00012
100355739,6/10/2020,P00049,2,credit card,60258,B00039,T00039
100355740,6/10/2020,P00010,2,shopee pay,60443,B00001,T00054
100355740,6/10/2020,P00041,2,boost,60443,B00001,T00054
100355740,6/10/2020,P00028,2,debit card,60443,B00001,T00054
100355740,6/10/2020,P00032,2,credit card,60443,B00001,T00054
100355740,6/10/2020,P00005,2,credit card,60443,B00001,T00054
100355740,6/10/2020,P00035,2,credit card,60443,B00001,T00054
100355741,6/10/2020,P00010,4,boost,60427,B00008,T00008
100355742,6/10/2020,P00036,4,boost,60427,B00042,T00042
100355743,6/10/2020,P00029,2,credit card,59745,B00028,T00028
100355744,6/10/2020,P00012,2,touch n go,59745,B00045,T00045
100355745,6/10/2020,P00025,2,MAE,59790,B00013,T00013
100355746,6/10/2020,P00049,2,MAE,57804,B00009,T00009
100355747,6/10/2020,P00024,2,Big Pay,59745,B00038,T00038
100355747,6/10/2020,P00023,2,debit card,59745,B00038,T00038
100355747,6/10/2020,P00001,2,shopee pay,59745,B00038,T00038
100355747,6/10/2020,P00045,3,Big Pay,59745,B00038,T00038
100355747,6/10/2020,P00004,2,cash,59745,B00038,T00038
100355747,6/10/2020,P00031,2,Big Pay,59745,B00038,T00038
100355747,6/10/2020,P00017,3,Big Pay,59745,B00038,T00038
100355747,6/10/2020,P00048,2,Big Pay,59745,B00038,T00038
100355748,6/10/2020,P00018,2,Big Pay,57804,B00045,T00045
100355749,6/10/2020,P00044,4,MAE,50457,B00002,T00002
100355749,6/10/2020,P00002,4,grab pay,50457,B00002,T00002
100355749,6/10/2020,P00022,2,MAE,50457,B00002,T00002
100355750,6/10/2020,P00002,2,Big Pay,60444,B00004,T00004
100355751,6/10/2020,P00010,2,credit card,58915,B00037,T00037
100355752,6/10/2020,P00042,2,Big Pay,55590,B00050,T00050
100355752,6/10/2020,P00007,2,cash,55590,B00050,T00050
100355753,6/10/2020,P00002,2,credit card,59790,B00019,T00019
100355754,6/10/2020,P00014,3,grab pay,2079,B00013,T00013
100355755,6/10/2020,P00013,2,Big Pay,60445,B00030,T00030
100355756,6/10/2020,P00023,2,debit card,4597,B00030,T00071
100355757,6/10/2020,P00038,2,cash,51188,B00008,T00008
100355758,6/10/2020,P00018,2,Big Pay,56907,B00050,T00050
100355759,6/10/2020,P00002,2,MAE,58999,B00040,T00052
100355760,6/10/2020,P00001,2,shopee pay,51798,B00039,T00039
100355761,6/10/2020,P00041,2,debit card,59294,B00038,T00038
100355762,6/10/2020,P00044,2,debit card,51798,B00018,T00018
100355762,6/10/2020,P00007,2,debit card,51798,B00018,T00018
100355762,6/10/2020,P00041,2,debit card,51798,B00018,T00018
100355762,6/10/2020,P00032,2,credit card,51798,B00018,T00018
100355762,6/10/2020,P00017,3,credit card,51798,B00018,T00018
100355762,6/10/2020,P00020,2,Big Pay,51798,B00018,T00018
100355762,6/10/2020,P00019,2,credit card,51798,B00018,T00018
100355762,6/10/2020,P00039,2,debit card,51798,B00018,T00018
100355763,6/10/2020,P00022,2,MAE,60446,B00033,T00076
100355763,6/10/2020,P00001,2,debit card,60446,B00033,T00076
100355764,6/10/2020,P00049,2,Big Pay,60448,B00013,T00013
100355765,6/10/2020,P00025,2,credit card,60242,B00007,T00053
100355766,6/10/2020,P00002,2,credit card,60447,B00046,T00046
100355767,6/10/2020,P00041,2,cash,59920,B00023,T00023
100355767,6/10/2020,P00047,2,credit card,59920,B00023,T00023
100355767,6/10/2020,P00019,2,touch n go,59920,B00023,T00023
100355767,6/10/2020,P00027,2,MAE,59920,B00023,T00023
100355768,6/10/2020,P00003,4,cash,60282,B00013,T00013
100355769,6/10/2020,P00033,2,shopee pay,43955,B00045,T00045
100355770,6/10/2020,P00006,2,shopee pay,60449,B00023,T00023
100355771,6/10/2020,P00035,2,shopee pay,60450,B00045,T00045
100355772,6/10/2020,P00047,2,shopee pay,60451,B00014,T00060
100355772,6/10/2020,P00011,2,shopee pay,60451,B00014,T00060
100355773,6/10/2020,P00036,2,debit card,59920,B00039,T00039
100355774,6/10/2020,P00014,2,cash,8911,B00012,T00012
100355774,6/10/2020,P00047,2,MAE,8911,B00012,T00012
100355774,6/10/2020,P00034,2,Big Pay,8911,B00012,T00012
100355775,6/10/2020,P00040,2,shopee pay,60452,B00022,T00022
